#Beta_peaks Enhancers
#Created from /project/NeuralNet/CRC/ROSE/2.rose_Beta_narrow.05_broad.1_incltss/Beta_peaks_12KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by Beta_H3K27ac.bam
#Using cutoff of 13012.3095 for Super-Enhancers
#Created on Oct 24 2022 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	Beta_H3K27ac.bam	enhancerRank	isSuper
3_Beta_peak_25981_lociStitched	chr4	184475865	184493074	3	1055	2053.0337	5379	0
2_Beta_peak_29298_lociStitched	chr6	147452706	147461091	2	756	2052.648	5380	0
2_Beta_peak_3871_lociStitched	chr10	33552863	33562871	2	657	2052.6408	5381	0
3_Beta_peak_10025_lociStitched	chr14	73992848	74004604	3	1673	2052.5976	5382	0
2_Beta_peak_13407_lociStitched	chr17	7788179	7789278	2	812	2052.3825	5383	0
1_Beta_peak_25770_lociStitched	chr4	146018801	146019989	1	1189	2052.27	5384	0
2_Beta_peak_4845_lociStitched	chr10	120578125	120592180	2	1656	2052.03	5385	0
2_Beta_peak_6650_lociStitched	chr11	118436399	118443948	2	1191	2051.8182	5386	0
3_Beta_peak_22700_lociStitched	chr3	10018235	10028708	3	1445	2051.6607	5387	0
1_Beta_peak_13624_lociStitched	chr17	19265210	19266346	1	1137	2051.5024	5388	0
2_Beta_peak_30417_lociStitched	chr7	47802276	47804081	2	1567	2051.3825	5389	0
1_Beta_peak_30379_lociStitched	chr7	45150704	45152171	1	1468	2051.3061	5390	0
1_Beta_peak_6259_lociStitched	chr11	74204290	74205164	1	875	2050.4914	5391	0
2_Beta_peak_11822_lociStitched	chr16	3108985	3116048	2	2254	2050.3889	5392	0
2_Beta_peak_28843_lociStitched	chr6	90528936	90539229	2	1493	2050.3656	5393	0
2_Beta_peak_14313_lociStitched	chr17	54910695	54912128	2	1231	2050.3364	5394	0
2_Beta_peak_22314_lociStitched	chr22	41346564	41348190	2	1403	2049.8982	5395	0
1_Beta_peak_22172_lociStitched	chr22	36805658	36807041	1	1384	2049.7443	5396	0
1_Beta_peak_18441_lociStitched	chr2	54197028	54198615	1	1588	2049.6105	5397	0
2_Beta_peak_24441_lociStitched	chr3	185303407	185304804	2	1130	2049.399	5398	0
1_Beta_peak_1661_lociStitched	chr1	93810956	93812311	1	1356	2048.489	5399	0
2_Beta_peak_22045_lociStitched	chr22	30584503	30593123	2	2103	2048.112	5400	0
1_Beta_peak_24114_lociStitched	chr3	150321038	150321964	1	927	2047.7564	5401	0
2_Beta_peak_33970_lociStitched	chr9	100908147	100921212	2	1440	2047.2855	5402	0
2_Beta_peak_13366_lociStitched	chr17	6938625	6947322	2	1391	2047.2738	5403	0
2_Beta_peak_3655_lociStitched	chr10	13569918	13571675	2	1340	2047.2564	5404	0
2_Beta_peak_498_lociStitched	chr1	19638867	19642252	2	995	2046.9095	5405	0
1_Beta_peak_6391_lociStitched	chr11	89955630	89956726	1	1097	2046.1224	5406	0
3_Beta_peak_2758_lociStitched	chr1	203481724	203489316	3	2164	2046.044	5407	0
2_Beta_peak_9382_lociStitched	chr14	21737050	21738493	2	966	2045.7411	5408	0
2_Beta_peak_33623_lociStitched	chr9	74525001	74526866	2	1490	2045.7185	5409	0
1_Beta_peak_1768_lociStitched	chr1	109756532	109758034	1	1503	2045.2734	5410	0
3_Beta_peak_24614_lociStitched	chr3	197183216	197194576	3	1558	2044.8	5411	0
2_Beta_peak_15670_lociStitched	chr18	68043461	68045327	2	1317	2044.5762	5412	0
1_Beta_peak_18066_lociStitched	chr2	27434850	27435838	1	989	2043.9744	5413	0
1_Beta_peak_30146_lociStitched	chr7	27779731	27780472	1	742	2043.7521	5414	0
1_Beta_peak_26471_lociStitched	chr5	54603067	54604257	1	1191	2043.706	5415	0
2_Beta_peak_10847_lociStitched	chr15	44954945	44956396	2	1299	2043.5884	5416	0
1_Beta_peak_13834_lociStitched	chr17	33287936	33288931	1	996	2043.0335	5417	0
2_Beta_peak_20947_lociStitched	chr20	44849130	44852022	2	779	2042.0412	5418	0
3_Beta_peak_4938_lociStitched	chr10	127746608	127751822	3	1428	2041.281	5419	0
1_Beta_peak_31075_lociStitched	chr7	111201594	111202895	1	1302	2041.269	5420	0
1_Beta_peak_6758_lociStitched	chr11	124669902	124670895	1	994	2041.0122	5421	0
3_Beta_peak_34151_lociStitched	chr9	116371832	116383694	3	2026	2040.264	5422	0
1_Beta_peak_7526_lociStitched	chr12	53573598	53575237	1	1640	2039.8994	5423	0
3_Beta_peak_21626_lociStitched	chr21	45355418	45364491	3	1321	2039.6104	5424	0
2_Beta_peak_18256_lociStitched	chr2	42272934	42274915	2	1785	2039.2414	5425	0
1_Beta_peak_14114_lociStitched	chr17	42580239	42581478	1	1240	2039.1462	5426	0
2_Beta_peak_8289_lociStitched	chr12	122709854	122711440	2	1129	2039.1202	5427	0
1_Beta_peak_31589_lociStitched	chr7_gl000195_random	137605	138556	1	952	2038.6587	5428	0
2_Beta_peak_18075_lociStitched	chr2	27650959	27652432	2	1306	2038.632	5429	0
2_Beta_peak_23583_lociStitched	chr3	100427668	100429407	2	1488	2037.9341	5430	0
2_Beta_peak_28290_lociStitched	chr6	34855395	34857567	2	1379	2037.5532	5431	0
1_Beta_peak_9193_lociStitched	chr13	102067794	102069296	1	1503	2036.8622	5432	0
2_Beta_peak_13552_lociStitched	chr17	17464480	17466235	2	1631	2036.853	5433	0
1_Beta_peak_32467_lociStitched	chr8	80802881	80804385	1	1505	2036.7168	5434	0
3_Beta_peak_15443_lociStitched	chr18	32697210	32699032	3	1319	2036.085	5435	0
2_Beta_peak_6850_lociStitched	chr11	130183996	130185426	2	1181	2035.891	5436	0
2_Beta_peak_34433_lociStitched	chr9	134353557	134361411	2	933	2035.7568	5437	0
3_Beta_peak_27461_lociStitched	chr5	154026649	154035015	3	2001	2035.4478	5438	0
2_Beta_peak_33940_lociStitched	chr9	99630608	99638271	2	1840	2035.2928	5439	0
2_Beta_peak_31000_lociStitched	chr7	102984747	102988500	2	997	2035.2519	5440	0
2_Beta_peak_23838_lociStitched	chr3	125231507	125239528	2	1670	2034.9277	5441	0
1_Beta_peak_11775_lociStitched	chr16	2317477	2318710	1	1234	2034.8199	5442	0
1_Beta_peak_7743_lociStitched	chr12	69633336	69634242	1	907	2034.6042	5443	0
1_Beta_peak_4249_lociStitched	chr10	76870706	76872120	1	1415	2034.1804	5444	0
2_Beta_peak_6707_lociStitched	chr11	121162737	121164029	2	1165	2034.1248	5445	0
1_Beta_peak_3652_lociStitched	chr10	13389090	13390078	1	989	2033.6004	5446	0
3_Beta_peak_2831_lociStitched	chr1	205409764	205419993	3	1707	2033.5252	5447	0
2_Beta_peak_1315_lociStitched	chr1	54792489	54801435	2	784	2033.4258	5448	0
2_Beta_peak_22371_lociStitched	chr22	42833299	42840703	2	1714	2033.1384	5449	0
2_Beta_peak_25147_lociStitched	chr4	54231828	54244415	2	1882	2032.8005	5450	0
2_Beta_peak_18623_lociStitched	chr2	69613779	69615189	2	1272	2032.374	5451	0
1_Beta_peak_27016_lociStitched	chr5	114937445	114938468	1	1024	2031.8826	5452	0
2_Beta_peak_339_lociStitched	chr1	11714210	11724948	2	1739	2031.6296	5453	0
2_Beta_peak_8921_lociStitched	chr13	46038355	46039769	2	1236	2031.4938	5454	0
3_Beta_peak_20887_lociStitched	chr20	40271995	40278947	3	1197	2031.3744	5455	0
2_Beta_peak_22782_lociStitched	chr3	15247161	15248395	2	1008	2030.7938	5456	0
1_Beta_peak_11266_lociStitched	chr15	75229568	75231011	1	1444	2030.7339	5457	0
1_Beta_peak_34086_lociStitched	chr9	113018048	113019666	1	1619	2030.59	5458	0
1_Beta_peak_6454_lociStitched	chr11	101785758	101787272	1	1515	2030.5768	5459	0
2_Beta_peak_26407_lociStitched	chr5	43120647	43122156	2	1336	2030.5104	5460	0
3_Beta_peak_11863_lociStitched	chr16	4321301	4324071	3	1429	2030.133	5461	0
2_Beta_peak_30910_lociStitched	chr7	100165119	100167877	2	911	2029.888	5462	0
2_Beta_peak_29887_lociStitched	chr7	2755940	2757924	2	1655	2027.8464	5463	0
2_Beta_peak_19962_lociStitched	chr2	219646322	219650405	2	1249	2027.6178	5464	0
2_Beta_peak_31296_lociStitched	chr7	139440546	139445227	2	647	2027.3411	5465	0
2_Beta_peak_11317_lociStitched	chr15	78729794	78731199	2	1247	2027.134	5466	0
2_Beta_peak_6130_lociStitched	chr11	67158899	67169369	2	1020	2026.992	5467	0
2_Beta_peak_23138_lociStitched	chr3	49506998	49508456	2	1223	2026.9116	5468	0
1_Beta_peak_8566_lociStitched	chr13	22177716	22178711	1	996	2026.815	5469	0
1_Beta_peak_23674_lociStitched	chr3	112709690	112710475	1	786	2026.7915	5470	0
1_Beta_peak_10514_lociStitched	chr14	105281569	105283019	1	1451	2026.52	5471	0
1_Beta_peak_15958_lociStitched	chr19	3984709	3985509	1	801	2026.24	5472	0
1_Beta_peak_34011_lociStitched	chr9	106855534	106856646	1	1113	2026.064	5473	0
2_Beta_peak_32959_lociStitched	chr8	134513138	134523800	2	1329	2025.78	5474	0
1_Beta_peak_23524_lociStitched	chr3	87276225	87276957	1	733	2025.078	5475	0
2_Beta_peak_21180_lociStitched	chr20	58514917	58516451	2	1299	2025.0334	5476	0
1_Beta_peak_2300_lociStitched	chr1	157015120	157016472	1	1353	2025.0256	5477	0
2_Beta_peak_18554_lociStitched	chr2	64977368	64979390	2	1407	2024.8308	5478	0
2_Beta_peak_3597_lociStitched	chr10	6622363	6633794	2	1067	2024.4301	5479	0
2_Beta_peak_4645_lociStitched	chr10	103911109	103912591	2	1293	2024.1156	5480	0
2_Beta_peak_9154_lociStitched	chr13	98085634	98087024	2	867	2023.979	5481	0
2_Beta_peak_8489_lociStitched	chr12	133337565	133339381	2	1671	2023.932	5482	0
1_Beta_peak_33706_lociStitched	chr9	84302320	84304282	1	1963	2023.4106	5483	0
1_Beta_peak_6246_lociStitched	chr11	73471034	73472152	1	1119	2023.2446	5484	0
2_Beta_peak_20275_lociStitched	chr2	242211460	242212774	2	1066	2022.903	5485	0
2_Beta_peak_17977_lociStitched	chr2	23706389	23708067	2	1245	2022.1578	5486	0
1_Beta_peak_4423_lociStitched	chr10	89577264	89578772	1	1509	2021.474	5487	0
3_Beta_peak_32792_lociStitched	chr8	120733144	120735287	3	1366	2021.0633	5488	0
1_Beta_peak_29068_lociStitched	chr6	126277868	126278634	1	767	2020.325	5489	0
1_Beta_peak_30005_lociStitched	chr7	7605813	7607148	1	1336	2020.2555	5490	0
3_Beta_peak_34546_lociStitched	chr9	138363854	138372778	3	1868	2019.5012	5491	0
1_Beta_peak_32518_lociStitched	chr8	90769447	90770611	1	1165	2019.4236	5492	0
2_Beta_peak_10297_lociStitched	chr14	93581290	93582990	2	1439	2017.56	5493	0
1_Beta_peak_26590_lociStitched	chr5	67510889	67512802	1	1914	2017.2585	5494	0
1_Beta_peak_20312_lociStitched	chr20	306137	307565	1	1429	2017.1928	5495	0
1_Beta_peak_33325_lociStitched	chr9	19379507	19380862	1	1356	2016.9175	5496	0
1_Beta_peak_4018_lociStitched	chr10	50746461	50747806	1	1346	2016.8275	5497	0
2_Beta_peak_22769_lociStitched	chr3	14493219	14494396	2	936	2016.201	5498	0
1_Beta_peak_32768_lociStitched	chr8	118532501	118533527	1	1027	2016.1926	5499	0
1_Beta_peak_13800_lociStitched	chr17	30468664	30470132	1	1469	2016.0044	5500	0
3_Beta_peak_29733_lociStitched	chr6_mcf_hap5	4273625	4276171	3	1941	2015.9228	5501	0
2_Beta_peak_776_lociStitched	chr1	28559091	28563101	2	900	2015.426	5502	0
2_Beta_peak_28164_lociStitched	chr6	26537206	26538958	2	1526	2015.3256	5503	0
1_Beta_peak_5371_lociStitched	chr11	14665370	14666520	1	1151	2013.535	5504	0
2_Beta_peak_19715_lociStitched	chr2	197457424	197466893	2	1399	2013.1094	5505	0
2_Beta_peak_12822_lociStitched	chr16	75109283	75121759	2	894	2012.3788	5506	0
2_Beta_peak_31637_lociStitched	chr7_jh159134_fix	2186358	2187616	2	998	2011.6678	5507	0
1_Beta_peak_7464_lociStitched	chr12	51566095	51567176	1	1082	2011.4167	5508	0
3_Beta_peak_1631_lociStitched	chr1	90325053	90337798	3	1142	2009.8865	5509	0
2_Beta_peak_17012_lociStitched	chr19	45680909	45682850	2	1500	2009.7114	5510	0
2_Beta_peak_800_lociStitched	chr1	29101276	29112144	2	1300	2009.4932	5511	0
1_Beta_peak_1607_lociStitched	chr1	89149094	89150728	1	1635	2009.003	5512	0
3_Beta_peak_27348_lociStitched	chr5	142225111	142237673	3	1163	2008.6638	5513	0
2_Beta_peak_34604_lociStitched	chr9	139919612	139922039	2	847	2008.5852	5514	0
1_Beta_peak_32196_lociStitched	chr8	42697266	42698465	1	1200	2007.8454	5515	0
2_Beta_peak_1287_lociStitched	chr1	53685546	53686744	2	1061	2007.4886	5516	0
3_Beta_peak_1382_lociStitched	chr1	60196056	60204204	3	1703	2006.8524	5517	0
1_Beta_peak_7346_lociStitched	chr12	44199584	44200711	1	1128	2006.3981	5518	0
1_Beta_peak_22008_lociStitched	chr22	29426994	29428626	1	1633	2006.2176	5519	0
1_Beta_peak_16546_lociStitched	chr19	21688367	21689194	1	828	2006.0539	5520	0
1_Beta_peak_24266_lociStitched	chr3	171870522	171871907	1	1386	2005.6185	5521	0
1_Beta_peak_9330_lociStitched	chr13	114145120	114146064	1	945	2005.1504	5522	0
1_Beta_peak_19740_lociStitched	chr2	201170860	201172361	1	1502	2004.8857	5523	0
1_Beta_peak_29511_lociStitched	chr6	166720168	166722057	1	1890	2004.7957	5524	0
1_Beta_peak_3472_lociStitched	chr10	180703	182233	1	1531	2004.759	5525	0
2_Beta_peak_3459_lociStitched	chr1	247267088	247275497	2	1688	2004.7056	5526	0
1_Beta_peak_28992_lociStitched	chr6	114291321	114292590	1	1270	2004.2586	5527	0
2_Beta_peak_3621_lociStitched	chr10	11865317	11873962	2	949	2003.911	5528	0
1_Beta_peak_25911_lociStitched	chr4	169401153	169402492	1	1340	2003.6796	5529	0
3_Beta_peak_16718_lociStitched	chr19	37282296	37289021	3	1888	2003.3775	5530	0
2_Beta_peak_755_lociStitched	chr1	27928891	27930666	2	1161	2003.265	5531	0
1_Beta_peak_23812_lociStitched	chr3	123303489	123304883	1	1395	2003.0386	5532	0
2_Beta_peak_24277_lociStitched	chr3	172234815	172241717	2	1461	2002.9604	5533	0
2_Beta_peak_17094_lociStitched	chr19	47598070	47600402	2	1182	2002.7216	5534	0
3_Beta_peak_152_lociStitched	chr1	6259298	6266478	3	1791	2002.502	5535	0
1_Beta_peak_3179_lociStitched	chr1	229643443	229644754	1	1312	2002.4214	5536	0
2_Beta_peak_12853_lociStitched	chr16	77224170	77225570	2	1275	2002	5537	0
1_Beta_peak_1685_lociStitched	chr1	94849945	94851319	1	1375	2001.918	5538	0
1_Beta_peak_28111_lociStitched	chr6	24666463	24667805	1	1343	2001.7272	5539	0
2_Beta_peak_9612_lociStitched	chr14	45430417	45432042	2	1324	2001.675	5540	0
2_Beta_peak_8317_lociStitched	chr12	123547627	123560588	2	1134	2001.1784	5541	0
1_Beta_peak_3856_lociStitched	chr10	32734510	32735707	1	1198	2001.1446	5542	0
2_Beta_peak_9183_lociStitched	chr13	100741245	100753424	2	1219	2001.0097	5543	0
1_Beta_peak_8492_lociStitched	chr12	133463716	133465018	1	1303	2000.9136	5544	0
1_Beta_peak_21314_lociStitched	chr21	19191203	19192352	1	1150	2000.7537	5545	0
1_Beta_peak_17201_lociStitched	chr19	49955908	49957259	1	1352	1999.7502	5546	0
2_Beta_peak_5039_lociStitched	chr10_jh591181_fix	294144	301724	2	1018	1998.846	5547	0
2_Beta_peak_18701_lociStitched	chr2	74425707	74433824	2	911	1998.4054	5548	0
1_Beta_peak_7988_lociStitched	chr12	105500937	105502396	1	1460	1997.9546	5549	0
1_Beta_peak_7091_lociStitched	chr12	9101845	9103044	1	1200	1997.7738	5550	0
2_Beta_peak_25173_lociStitched	chr4	57301202	57303158	2	1728	1997.2716	5551	0
1_Beta_peak_19230_lociStitched	chr2	128643107	128644582	1	1476	1997.15	5552	0
1_Beta_peak_26817_lociStitched	chr5	86563158	86564594	1	1437	1996.4708	5553	0
2_Beta_peak_15331_lociStitched	chr18	19252364	19253918	2	1312	1996.113	5554	0
1_Beta_peak_26417_lociStitched	chr5	43602642	43603956	1	1315	1996.0974	5555	0
3_Beta_peak_27588_lociStitched	chr5	173115261	173117322	3	1645	1996.0785	5556	0
3_Beta_peak_18209_lociStitched	chr2	37754303	37763413	3	1158	1996.001	5557	0
2_Beta_peak_1806_lociStitched	chr1	110777653	110783464	2	1486	1995.4974	5558	0
1_Beta_peak_17256_lociStitched	chr19	51307692	51308647	1	956	1995.186	5559	0
1_Beta_peak_15168_lociStitched	chr18	811719	812946	1	1228	1994.8566	5560	0
3_Beta_peak_25502_lociStitched	chr4	105049289	105051390	3	1408	1994.6894	5561	0
2_Beta_peak_29161_lociStitched	chr6	136645888	136648221	2	1885	1994.4817	5562	0
2_Beta_peak_27335_lociStitched	chr5	141703970	141705966	2	1610	1994.4032	5563	0
1_Beta_peak_10992_lociStitched	chr15	59040989	59042020	1	1032	1994.2633	5564	0
2_Beta_peak_23043_lociStitched	chr3	45635053	45641523	2	1315	1994.054	5565	0
2_Beta_peak_26072_lociStitched	chr4	187645178	187648202	2	1433	1993.7232	5566	0
2_Beta_peak_33772_lociStitched	chr9	90200814	90208357	2	1095	1993.6149	5567	0
1_Beta_peak_29122_lociStitched	chr6	133133858	133135312	1	1455	1993.1432	5568	0
1_Beta_peak_31345_lociStitched	chr7	143077516	143078912	1	1397	1992.9296	5569	0
2_Beta_peak_12072_lociStitched	chr16	15575886	15587926	2	801	1992.62	5570	0
1_Beta_peak_4936_lociStitched	chr10	127584107	127585088	1	982	1992.6072	5571	0
2_Beta_peak_14467_lociStitched	chr17	61818401	61820225	2	1542	1991.9904	5572	0
1_Beta_peak_10181_lociStitched	chr14	89258359	89259759	1	1401	1991.5	5573	0
2_Beta_peak_18397_lociStitched	chr2	47571473	47573062	2	1215	1991.4937	5574	0
3_Beta_peak_20722_lociStitched	chr20	32143114	32150564	3	1014	1991.385	5575	0
1_Beta_peak_32500_lociStitched	chr8	86089293	86090369	1	1077	1991.3532	5576	0
1_Beta_peak_8292_lociStitched	chr12	122750319	122751565	1	1247	1989.9866	5577	0
2_Beta_peak_33584_lociStitched	chr9	69990382	69993295	2	702	1989.8703	5578	0
1_Beta_peak_33989_lociStitched	chr9	102668903	102669751	1	849	1989.4928	5579	0
1_Beta_peak_29182_lociStitched	chr6	137539630	137540578	1	949	1989.2832	5580	0
2_Beta_peak_32155_lociStitched	chr8	38853736	38855127	2	934	1988.9909	5581	0
3_Beta_peak_25337_lociStitched	chr4	83931372	83934824	3	1702	1988.0068	5582	0
2_Beta_peak_19063_lociStitched	chr2	110389695	110402956	2	1523	1987.8239	5583	0
3_Beta_peak_2679_lociStitched	chr1	200378765	200386111	3	1396	1987.093	5584	0
2_Beta_peak_2883_lociStitched	chr1	207924689	207926001	2	1029	1985.8432	5585	0
2_Beta_peak_2944_lociStitched	chr1	211751430	211753422	2	1420	1985.8248	5586	0
2_Beta_peak_17953_lociStitched	chr2	20549961	20551545	2	1246	1985.0688	5587	0
1_Beta_peak_22964_lociStitched	chr3	40565749	40566967	1	1219	1984.6092	5588	0
3_Beta_peak_30661_lociStitched	chr7	76090973	76096349	3	1078	1984.2816	5589	0
1_Beta_peak_31889_lociStitched	chr8	22405890	22407397	1	1508	1983.3627	5590	0
1_Beta_peak_6516_lociStitched	chr11	110300570	110301488	1	919	1983.0636	5591	0
2_Beta_peak_23199_lociStitched	chr3	50712285	50725339	2	1427	1982.9026	5592	0
1_Beta_peak_20100_lociStitched	chr2	231577544	231578786	1	1243	1982.7288	5593	0
2_Beta_peak_32192_lociStitched	chr8	42350264	42354441	2	892	1982.4042	5594	0
2_Beta_peak_20781_lociStitched	chr20	34203549	34205527	2	932	1982.3516	5595	0
3_Beta_peak_7857_lociStitched	chr12	92896609	92899758	3	1481	1982.2955	5596	0
1_Beta_peak_18665_lociStitched	chr2	71356831	71358021	1	1191	1982.064	5597	0
1_Beta_peak_29059_lociStitched	chr6	125282990	125284497	1	1508	1982.0064	5598	0
1_Beta_peak_20211_lociStitched	chr2	239111646	239112850	1	1205	1981.784	5599	0
2_Beta_peak_30448_lociStitched	chr7	51383461	51385160	2	1354	1981.3738	5600	0
2_Beta_peak_25058_lociStitched	chr4	41980093	41993068	2	1392	1981.2825	5601	0
2_Beta_peak_2643_lociStitched	chr1	185060927	185066949	2	974	1980.0336	5602	0
2_Beta_peak_351_lociStitched	chr1	12039625	12040847	2	1096	1980.0066	5603	0
2_Beta_peak_931_lociStitched	chr1	35324813	35332451	2	1686	1979.7696	5604	0
2_Beta_peak_14406_lociStitched	chr17	57863492	57865114	2	1252	1979.4888	5605	0
2_Beta_peak_28853_lociStitched	chr6	91107989	91119417	2	618	1979.3296	5606	0
2_Beta_peak_984_lociStitched	chr1	38019520	38023024	2	896	1979.0592	5607	0
3_Beta_peak_19866_lociStitched	chr2	210528749	210537505	3	1073	1978.856	5608	0
2_Beta_peak_5890_lociStitched	chr11	62340867	62342366	2	1171	1978.3802	5609	0
2_Beta_peak_14304_lociStitched	chr17	53372815	53383691	2	946	1978.3444	5610	0
2_Beta_peak_2020_lociStitched	chr1	147930488	147932494	2	1745	1977.916	5611	0
1_Beta_peak_3039_lociStitched	chr1	222987655	222989025	1	1371	1977.732	5612	0
3_Beta_peak_21693_lociStitched	chr21_gl383581_alt	83095	96132	3	1719	1977.7129	5613	0
1_Beta_peak_16418_lociStitched	chr19	17622351	17623026	1	676	1977.615	5614	0
3_Beta_peak_34662_lociStitched	chr9	141111560	141123660	3	1540	1977.14	5615	0
1_Beta_peak_1375_lociStitched	chr1	59858169	59859993	1	1825	1977.0336	5616	0
1_Beta_peak_17668_lociStitched	chr1_jh636052_fix	5273796	5275260	1	1465	1976.9856	5617	0
1_Beta_peak_1566_lociStitched	chr1	84971160	84972537	1	1378	1976.9589	5618	0
1_Beta_peak_25708_lociStitched	chr4	140822750	140824312	1	1563	1976.8672	5619	0
1_Beta_peak_32167_lociStitched	chr8	41435096	41436321	1	1226	1976.66	5620	0
1_Beta_peak_6062_lociStitched	chr11	65769358	65770535	1	1178	1976.4184	5621	0
2_Beta_peak_7264_lociStitched	chr12	29533453	29534713	2	1110	1976.31	5622	0
1_Beta_peak_25171_lociStitched	chr4	57252979	57254103	1	1125	1976.2168	5623	0
2_Beta_peak_711_lociStitched	chr1	27191195	27192518	2	976	1975.9005	5624	0
1_Beta_peak_35383_lociStitched	chrX	117860790	117862245	1	1456	1975.599	5625	0
2_Beta_peak_509_lociStitched	chr1	20061417	20063356	2	1717	1975.2593	5626	0
2_Beta_peak_4933_lociStitched	chr10	127541418	127548517	2	641	1974.9418	5627	0
2_Beta_peak_31742_lociStitched	chr8	8546899	8560004	2	1032	1974.9235	5628	0
3_Beta_peak_26384_lociStitched	chr5	40791711	40798803	3	1106	1974.4128	5629	0
2_Beta_peak_26525_lociStitched	chr5	59055362	59064684	2	735	1973.4674	5630	0
3_Beta_peak_7508_lociStitched	chr12	53318548	53321234	3	1562	1973.1356	5631	0
2_Beta_peak_9201_lociStitched	chr13	102568925	102571050	2	907	1972.85	5632	0
2_Beta_peak_24190_lociStitched	chr3	160282606	160284067	2	1203	1972.2039	5633	0
2_Beta_peak_9113_lociStitched	chr13	92000015	92001315	2	1058	1971.97	5634	0
1_Beta_peak_4532_lociStitched	chr10	97849375	97850347	1	973	1971.3132	5635	0
2_Beta_peak_16378_lociStitched	chr19	16296181	16309235	2	1611	1971.154	5636	0
1_Beta_peak_31004_lociStitched	chr7	104584684	104586297	1	1614	1971.086	5637	0
2_Beta_peak_8453_lociStitched	chr12	131355801	131357207	2	1205	1971.0714	5638	0
2_Beta_peak_11422_lociStitched	chr15	85454341	85456427	2	1469	1971.0614	5639	0
1_Beta_peak_18713_lociStitched	chr2	74734363	74735333	1	971	1970.555	5640	0
2_Beta_peak_24798_lociStitched	chr4	6472206	6480688	2	2131	1970.3686	5641	0
2_Beta_peak_26136_lociStitched	chr5	1105536	1112075	2	1019	1970.2007	5642	0
1_Beta_peak_9654_lociStitched	chr14	51026203	51027773	1	1571	1970.036	5643	0
2_Beta_peak_18182_lociStitched	chr2	33700989	33702849	2	1645	1969.926	5644	0
1_Beta_peak_30708_lociStitched	chr7	82791167	82792229	1	1063	1969.1604	5645	0
2_Beta_peak_10043_lociStitched	chr14	74416664	74424718	2	1230	1968.3976	5646	0
3_Beta_peak_3715_lociStitched	chr10	18898921	18900663	3	1378	1968.2858	5647	0
2_Beta_peak_19960_lociStitched	chr2	219575567	219582491	2	1435	1967.8008	5648	0
1_Beta_peak_2521_lociStitched	chr1	176175552	176176604	1	1053	1967.5556	5649	0
2_Beta_peak_2385_lociStitched	chr1	164676237	164682062	2	759	1967.1025	5650	0
1_Beta_peak_27747_lociStitched	chr5	179497991	179499207	1	1217	1966.88	5651	0
2_Beta_peak_23574_lociStitched	chr3	99928647	99930158	2	1305	1966.1132	5652	0
